"","MoDC_6H_M4","MoDC_6H_M1","MoDC_6H_M2","MoDC_6H_M3","Naive_MoDC_M3","Naive_MoDC_M1","Naive_MoDC_M2"
"Gm50431",-0.58,-0.4,-1.21,-0.82,1.43,0.92,0.67
"Tfeb",-0.6,-0.49,-0.93,-1.05,1.45,0.7,0.91
"Parvg",-0.5,-0.42,-1.11,-0.95,1.54,0.67,0.77
"Cad",-0.73,-0.44,-1.03,-0.84,1.54,0.68,0.82
"Mtr",-0.65,-0.46,-1.01,-0.91,1.56,0.76,0.71
"Znrf2",-0.7,-0.56,-1.1,-0.68,1.57,0.71,0.76
"Adssl1",-0.5,-0.56,-1.1,-0.86,1.52,0.59,0.91
"Kxd1",-0.55,-0.67,-0.96,-0.86,1.56,0.6,0.88
"Tmem107",-0.55,-0.59,-1.03,-0.85,1.6,0.64,0.78
"Tmx2",-0.62,-0.68,-1.06,-0.49,1.47,1.27,0.11
"Cntrob",-0.47,-1.05,-1.11,-0.26,1.23,1.33,0.32
"Gcdh",-1.05,-0.58,-1.1,-0.26,1.19,1.25,0.56
"E230032D23Rik",-0.95,-0.78,-1.03,-0.17,1.29,1.26,0.39
"Gga2",-0.9,-1.18,-0.64,-0.28,1.22,1.24,0.55
"C3ar1",-1.06,-0.92,-0.49,-0.5,1.19,1.4,0.39
"Cisd1",-1.05,-0.53,-1.05,-0.23,1.56,0.35,0.95
"Zbtb18",-0.97,-0.76,-0.94,-0.25,1.54,0.37,1.02
"Zftraf1",-0.96,-0.65,-0.97,-0.22,1.76,0.49,0.55
"Sergef",-1.03,-0.57,-0.85,-0.44,1.75,0.58,0.57
"Nsmf",-1.23,-0.43,-1.02,-0.06,1.59,0.46,0.7
"Mpst",-1.42,-0.37,-0.78,-0.15,1.61,0.61,0.51
"Lyl1",-1.03,-0.93,-0.67,-0.46,1.43,0.94,0.71
"Smim14",-0.85,-0.89,-0.83,-0.53,1.51,0.84,0.74
"Nedd9",-0.97,-0.7,-0.9,-0.51,1.47,0.94,0.66
"Oxld1",-0.7,-1.05,-0.76,-0.45,1.62,0.89,0.45
"Gtf3a",-0.93,-0.95,-0.66,-0.43,1.67,0.68,0.62
"Cd28",-0.95,-1.06,-0.67,-0.31,1.53,0.85,0.61
"Pigyl",-0.78,-0.66,-0.97,-0.52,1.74,0.64,0.55
"St6galnac6",-0.54,-0.9,-0.92,-0.61,1.68,0.63,0.67
"Tpcn2",-0.71,-0.95,-0.79,-0.55,1.67,0.67,0.66
"Stard6",-0.77,-0.87,-0.9,-0.43,1.68,0.66,0.63
"Gm21926",-0.9,-0.75,-0.65,-0.67,1.71,0.72,0.54
"Bckdha",-0.97,-0.62,-0.69,-0.72,1.64,0.83,0.53
"Phka2",-0.97,-0.63,-0.68,-0.74,1.64,0.74,0.64
"E2f1",-0.88,-0.79,-0.66,-0.76,1.49,1.02,0.59
"Iqsec1",-0.89,-0.59,-0.83,-0.76,1.52,0.96,0.6
"Metrn",-0.92,-0.53,-0.79,-0.81,1.54,0.93,0.58
"Gnpda1",-0.84,-0.79,-0.74,-0.75,1.49,0.86,0.77
"Marveld1",-0.94,-0.77,-0.68,-0.75,1.45,0.77,0.91
"Comt",-0.92,-0.82,-0.7,-0.64,1.54,0.7,0.84
"Dut",-0.77,-0.94,-0.6,-0.74,1.59,0.74,0.73
"Slc25a23",-0.72,-0.75,-0.66,-0.91,1.61,0.79,0.65
"Cbr1",-0.88,-0.5,-0.93,-0.78,1.46,0.66,0.97
"Unc119",-1.11,-0.48,-0.83,-0.63,1.45,0.6,1
"Sdccag8",-0.98,-0.49,-0.97,-0.56,1.6,0.6,0.79
"Tmem150b",-0.88,-0.52,-1.02,-0.58,1.6,0.64,0.76
"Gpsm3",-0.83,-0.55,-0.77,-0.85,1.68,0.6,0.72
"Ssbp4",-0.74,-0.63,-0.88,-0.76,1.67,0.53,0.81
"Dcaf8",-1.1,-0.81,-0.52,-0.54,1.61,0.58,0.79
"Ptprs",-0.97,-0.79,-0.81,-0.48,1.55,0.61,0.88
"Nherf2",-1.06,-0.67,-0.79,-0.52,1.57,0.69,0.78
"Wdpcp",-1.07,-0.7,-0.76,-0.57,1.45,0.79,0.86
"Fig4",-0.81,-0.97,-0.93,-0.38,1.38,0.81,0.9
"Tmem250-ps",-0.79,-0.85,-0.97,-0.45,1.49,0.63,0.95
"Twf2",-0.96,-0.95,-0.61,-0.57,1.47,0.75,0.87
"Emb",-0.91,-0.91,-0.65,-0.66,1.37,0.68,1.07
"Ccpg1",-0.98,-0.85,-0.74,-0.59,1.3,0.83,1.03
"Manba",-0.93,-0.92,-0.63,-0.69,1.3,0.9,0.96
"Shc2",-1.04,-1.23,-0.26,-0.44,1.23,1.1,0.63
"Aktip",-1.03,-1.18,-0.21,-0.63,1.15,0.98,0.91
"Prkra",-1.02,-0.98,-0.27,-0.83,1.19,1.01,0.9
"Fam110b",-0.92,-1.11,0.15,-0.89,1.52,0.6,0.66
"Smim24",-0.72,-1.11,-0.39,-0.87,1.34,0.99,0.76
"Frmd4b",-0.83,-1.13,-0.43,-0.66,1.46,0.92,0.67
"Hr",-0.79,-1.01,-0.29,-0.86,1.63,0.6,0.72
"Fbxl6",-0.85,-0.96,-0.34,-0.86,1.54,0.85,0.63
"Fbxl20",-0.85,-0.79,-0.41,-0.98,1.55,0.78,0.71
"Grk6",-1.15,-1.13,-0.42,-0.16,1.35,0.44,1.09
"Cd59a",-1.03,-1.18,-0.56,-0.09,1.42,0.43,1.01
"Me2",-0.89,-1.23,-0.28,-0.56,1.23,0.48,1.25
"Eid1",-0.91,-1.18,-0.25,-0.61,1.5,0.57,0.88
"Nectin1",-0.79,-1.3,-0.28,-0.51,1.52,0.49,0.89
"Rac2",-0.99,-0.79,-0.48,-0.73,1.54,0.4,1.05
"3010003L21Rik",-0.93,-0.75,-0.48,-0.84,1.55,0.41,1.04
"Pnpla6",-0.75,-1.07,-0.54,-0.66,1.59,0.59,0.83
"Clec9a",-0.65,-1.14,-0.59,-0.61,1.57,0.48,0.94
"Gsdme",-0.79,-0.95,-0.46,-0.76,1.67,0.48,0.82
"Man2a2",-0.86,-1.05,-0.45,-0.57,1.68,0.47,0.77
"Dtx3",-0.91,-0.88,-0.53,-0.43,1.78,0.11,0.87
"Clcnkb",-0.86,-0.97,-0.52,-0.53,1.7,0.29,0.89
"Map4k2",-0.97,-0.97,-0.34,-0.48,1.82,0.46,0.48
"Slc27a1",-0.7,-1.08,-0.51,-0.54,1.8,0.42,0.61
"Cacnb1",-0.75,-0.95,-0.37,-0.38,1.98,0.56,-0.08
"Spaca9",-0.88,-1,-0.19,-0.34,1.97,0.44,0
"Stard10",-1.03,-0.96,-0.58,-0.09,1.69,0.9,0.08
"Rab6b",-1.01,-0.82,-0.61,-0.19,1.83,0.73,0.07
"Mrps15",-0.26,-1.43,-0.45,-0.57,1.57,0.93,0.2
"Atg14",-0.41,-1.33,-0.57,-0.61,1.29,1.25,0.37
"Foxo3",-0.4,-1.33,-0.69,-0.55,1.37,1.07,0.52
"Gtse1",-0.25,-1.36,-0.87,-0.25,1.63,0.46,0.63
"Naa10",-0.73,-1.38,-0.46,-0.22,1.61,0.63,0.56
"Phf1",-0.59,-1.49,-0.53,-0.23,1.47,0.69,0.68
"Tspan32",-0.55,-0.97,-0.52,-0.8,1.78,0.77,0.29
"Nicn1",-0.68,-0.88,-0.67,-0.68,1.76,0.79,0.36
"Lbh",-0.58,-1.34,-0.2,-0.67,1.65,0.62,0.51
"2510002D24Rik",-0.47,-1.21,-0.32,-0.8,1.73,0.48,0.58
"Mink1",-1.76,0.11,-0.82,-0.01,0.53,0.88,1.08
"Cib2",-1.59,-0.32,-0.86,-0.01,1.05,0.82,0.92
"Slc2a8",-1.53,-0.31,-0.85,-0.2,0.85,1,1.04
"Tmem205",-1.64,-0.17,-0.81,-0.07,1.23,0.59,0.87
"Fuca1",-1.58,-0.1,-0.81,-0.28,1.21,0.62,0.95
"Tmem181a",-1.69,0.03,-0.74,-0.26,1.23,0.63,0.8
"Hcfc1r1",-1.6,-0.32,-0.43,-0.43,1.32,0.46,1
"Surf1",-1.56,-0.52,-0.47,-0.24,1.44,0.49,0.86
"Camk1",-1.53,-0.33,-0.64,-0.41,1.17,0.62,1.11
"Meis3",-1.68,-0.21,-0.5,-0.26,1.16,0.31,1.17
"Mapk3",-1.82,-0.04,-0.4,-0.33,1.18,0.78,0.64
"Trf",-1.72,-0.07,-0.55,-0.39,1.06,0.97,0.71
"Ptpa",-1.63,-0.06,-0.54,-0.56,1.21,0.95,0.62
"Slc35b2",-1.84,0.12,-0.11,-0.68,0.88,0.72,0.91
"Akr7a5",-1.73,-0.09,-0.07,-0.72,1.23,0.76,0.62
"Atp6v1b2",-1.62,-0.31,-0.69,-0.17,0.75,0.73,1.3
"Ppm1f",-1.52,-0.47,-0.5,-0.38,0.91,0.58,1.38
"Lyzl4",-1.67,-0.22,-0.19,-0.67,0.6,1.07,1.07
"Ptms",-1.63,-0.31,-0.13,-0.72,0.68,0.93,1.18
"Amdhd2",-1.72,-0.29,-0.06,-0.62,0.69,0.79,1.22
"Aprt",-1.72,-0.42,-0.27,-0.4,0.81,0.94,1.05
"Matk",-1.66,-0.46,-0.39,-0.32,0.73,1,1.11
"Oxct1",-1.47,-0.53,-0.43,-0.55,0.78,0.93,1.26
"Itgb5",-1.56,-0.45,-0.37,-0.57,0.93,0.96,1.06
"Slc29a1",-1.91,-0.21,-0.45,0.08,0.72,0.83,0.94
"Ttyh2",-1.9,-0.36,-0.08,-0.18,0.62,0.81,1.08
"Tmem37",-1.78,-0.38,-0.36,-0.12,0.51,0.94,1.18
"Ldhb",-2.01,-0.12,0.06,-0.28,0.76,0.83,0.77
"Ndufs7",-1.77,-0.54,-0.03,-0.31,0.95,1.11,0.59
"Adissp",-1.68,-0.22,-0.3,-0.58,0.76,1.24,0.77
"Stac2",-1.9,0.04,-0.41,0.1,0.09,1.03,1.06
"Gng2",-1.84,-0.15,-0.25,-0.16,0.19,1.12,1.1
"Tpgs1",-1.87,-0.14,-0.34,0,0.21,0.93,1.21
"Pink1",-1.76,-0.14,-0.4,-0.1,0.09,0.98,1.33
"Csf1r",-1.9,0.03,-0.23,-0.34,0.4,1.03,1
"Fabp5",-1.97,0.11,0.07,-0.25,0.03,0.94,1.07
"Atp6v0a1",-1.78,0.02,-0.11,-0.47,0.06,1.12,1.15
"Tanc2",-1.63,0.14,-0.38,-0.53,0.01,1.26,1.14
"Gusb",-1.67,-0.02,-0.51,-0.27,0.14,0.88,1.44
"Mfsd12",-1.6,-0.18,-0.42,-0.36,0.14,0.91,1.5
"Abca2",-1.5,-0.31,-0.41,-0.31,-0.02,0.99,1.56
"Padi2",-1.53,-0.1,-0.37,-0.51,-0.01,1.01,1.49
"Hgsnat",-1.64,-0.28,0.07,-0.8,0.63,1.29,0.73
"Gstt3",-1.6,-0.15,-0.07,-0.79,0.31,1.31,0.98
"Tpm1",-1.76,-0.1,-0.33,-0.36,0.3,0.97,1.27
"Kctd17",-1.64,-0.33,-0.28,-0.45,0.37,0.99,1.35
"Gas6",-1.76,-0.27,-0.29,-0.35,0.48,0.97,1.21
"Ptgfrn",-1.52,-0.52,-0.4,-0.18,0.09,1.22,1.31
"Emp2",-1.49,-0.47,-0.49,-0.23,0.14,1.19,1.35
"Txnrd2",-1.47,-0.41,-0.48,-0.32,0.11,1.34,1.24
"Tnfsf13os",-1.49,-0.35,-0.55,-0.23,0.05,1.23,1.34
"Cd300c2",-1.67,-0.41,-0.21,-0.31,0.2,1.2,1.2
"Tm6sf1",-1.61,-0.62,-0.32,-0.08,0.26,1.08,1.3
"Snx8",-1.38,-0.81,-0.32,-0.41,0.66,0.82,1.43
"Cd22",-1.36,-0.73,-0.31,-0.57,0.61,1.01,1.35
"Ndufa6",-1.54,-0.66,-0.3,-0.31,0.45,1.03,1.32
"9430038I01Rik",-1.64,-0.58,-0.28,-0.28,0.53,0.98,1.26
"Tbxas1",-1.52,-0.48,-0.45,-0.3,0.35,0.95,1.46
"Tbc1d22a",-1.54,-0.49,-0.5,-0.32,0.61,0.87,1.38
"Psen2",-1.36,-0.51,-0.7,-0.37,0.5,1.04,1.39
"Ei24",-1.3,-0.68,-0.67,-0.33,0.55,1.36,1.07
"Ulk2",-1.27,-0.67,-0.69,-0.27,0.35,1.25,1.3
"Mettl27",-1.33,-0.66,-0.63,-0.29,0.4,1.26,1.25
"Speg",-1.65,-0.42,-0.3,-0.41,0.49,1.12,1.16
"Lamtor1",-1.56,-0.48,-0.31,-0.45,0.4,1.3,1.09
"Tmt1a",-1.52,-0.42,-0.37,-0.55,0.47,1.26,1.12
"Cers5",-1.4,-0.43,-0.38,-0.61,0.27,1.31,1.24
"Nceh1",-1.42,-0.43,-0.46,-0.62,0.51,1.14,1.27
"Slc35f6",-1.28,-0.59,-0.46,-0.64,0.45,1.22,1.31
"Lmna",-1.35,-0.49,-0.57,-0.53,0.42,1.19,1.32
"Rab3d",-0.55,-0.28,-0.61,-1.4,0.41,1.51,0.92
"Synj2",-0.64,-0.23,-0.36,-1.56,0.71,1.42,0.66
"Bckdk",-0.83,-0.47,-0.19,-1.37,0.64,1.5,0.71
"Txndc15",-0.79,-0.24,-0.33,-1.54,0.84,1.01,1.05
"B4gat1",-0.51,-0.1,-0.34,-1.72,0.49,0.96,1.22
"Qpctl",-0.39,-0.41,-0.48,-1.62,1.11,0.97,0.81
"Fcor",-0.23,-0.43,-0.76,-1.5,0.8,1.21,0.91
"Nuak1",-1.17,-0.22,-1.11,-0.34,0.37,1.08,1.39
"Wdr19",-1.23,-0.28,-1.03,-0.39,0.58,0.94,1.4
"Dnmt3aos",-0.91,-0.29,-1.21,-0.64,0.77,1.19,1.1
"Gaa",-1.15,-0.18,-0.94,-0.75,0.8,0.93,1.29
"Rora",-1.16,-0.22,-1.02,-0.63,0.8,0.94,1.29
"Prkaca",-1.18,-0.24,-1.05,-0.57,0.88,1.08,1.09
"Smpd2",-1.15,-0.22,-1.1,-0.55,0.8,1.03,1.19
"Wdr41",-1.01,-0.63,-0.75,-0.68,0.62,0.93,1.52
"Cmas",-0.95,-0.55,-0.91,-0.61,0.47,1.02,1.53
"Abhd4",-1.04,-0.6,-0.96,-0.47,0.64,1.07,1.36
"Zbtb20",-1.05,-0.49,-0.85,-0.59,0.38,1.14,1.46
"Mical2",-1.12,-0.57,-0.75,-0.6,0.51,1.14,1.39
"Dip2b",-0.9,-0.71,-1.05,-0.36,0.5,1.31,1.21
"Cd151",-0.99,-0.46,-1.06,-0.5,0.47,1.29,1.25
"Abcb8",-1.04,-0.61,-0.92,-0.52,0.64,1.31,1.14
"Rassf8",-0.84,-0.73,-0.86,-0.62,0.43,1.15,1.47
"Arhgap25",-0.8,-0.71,-0.89,-0.67,0.5,1.19,1.4
"Slc45a4",-0.82,-0.63,-0.9,-0.69,0.41,1.21,1.42
"Tnfsf12",-0.95,-0.8,-0.75,-0.5,0.35,1.25,1.4
"Kcnj2",-0.88,-0.75,-0.82,-0.57,0.36,1.32,1.34
"Aph1c",-0.9,-0.72,-0.89,-0.55,0.46,1.23,1.37
"Pbx1",-1.15,-0.51,-0.41,-0.8,0.22,1.46,1.2
"Fes",-1.22,-0.31,-0.44,-0.92,0.37,1.41,1.12
"Myo1e",-1.22,-0.28,-0.52,-0.85,0.27,1.29,1.3
"Stk32c",-1.25,-0.55,-0.65,-0.53,0.47,1.42,1.09
"Nlrc3",-1.29,-0.48,-0.56,-0.57,0.4,1.54,0.96
"Inf2",-1.14,-0.33,-0.67,-0.87,0.57,1.46,0.97
"Tmem214",-1.14,-0.29,-0.85,-0.74,0.54,1.31,1.16
"Bin1",-1.24,-0.22,-0.67,-0.83,0.52,1.32,1.12
"Mindy1",-1.22,-0.27,-0.85,-0.5,0.25,1.25,1.35
"Plekhm1",-1.18,-0.36,-0.79,-0.52,0.22,1.19,1.45
"Gm20703",-1.06,-0.45,-0.87,-0.54,0.26,1.41,1.25
"Oxr1",-1.18,-0.38,-0.86,-0.56,0.42,1.28,1.28
"Epb41l1",-1.2,-0.41,-0.78,-0.54,0.34,1.33,1.27
"Zbtb38",-1.05,-0.45,-0.65,-0.67,0.08,1.18,1.56
"Gpd1l",-1.06,-0.62,-0.68,-0.58,0.26,1.28,1.4
"Lat2",-1.19,-0.48,-0.57,-0.72,0.35,1.21,1.39
"Gdpd5",-0.97,-0.09,-0.92,-0.93,0.39,1.28,1.24
"Hs6st1",-0.88,-0.36,-0.92,-0.81,0.33,1.27,1.37
"Sort1",-0.99,-0.43,-0.82,-0.78,0.43,1.38,1.21
"Colgalt1",-1.15,-0.08,-0.91,-0.73,0.33,1.23,1.3
"Clcc1",-1.05,-0.12,-1.07,-0.65,0.4,1.12,1.38
"2310022A10Rik",-1,-0.04,-0.88,-0.95,0.39,1,1.47
"Plekhm2",-1.22,-0.13,-0.77,-0.74,0.37,0.95,1.53
"Xrcc1",-1.37,0.24,-0.49,-0.92,0.09,1.22,1.22
"Zfp362",-1.37,-0.11,-0.43,-0.83,0.25,1.18,1.33
"Ncbp2as2",-1.45,-0.07,-0.67,-0.56,0.43,0.76,1.54
"Hibch",-1.22,0.25,-0.81,-0.82,0.32,0.68,1.6
"Mvk",-1.08,-0.23,-0.42,-1.14,0.35,1.23,1.29
"Mansc1",-0.92,-0.54,-0.22,-1.26,0.53,1.14,1.28
"Ankrd46",-0.78,-0.27,-0.65,-1.14,0.49,0.63,1.72
"Aldh16a1",-1.07,-0.08,-0.47,-1.08,0.16,0.96,1.59
"Cmtm4",-1.01,-0.14,-0.28,-1.32,0.35,0.91,1.48
"Adcy3",-1.38,-0.19,-0.14,-1.13,1.12,0.9,0.83
"Castor2",-1.33,-0.45,-0.17,-0.97,1.31,0.89,0.73
"Sh3glb2",-1.1,-0.33,-0.04,-1.37,1.19,0.68,0.97
"Gm45606",-1.08,-0.3,-0.37,-1.25,1.09,0.86,1.05
"Csnk1e",-1.47,-0.13,-0.49,-0.77,1,0.55,1.3
"Inpp5a",-1.26,0.1,-0.63,-0.97,1.08,0.32,1.35
"Pon2",-1.36,0.12,-0.32,-1.21,1.04,0.82,0.91
"Eif4ebp1",-1.55,0.05,-0.61,-0.72,1.13,0.84,0.86
"Zcchc24",-1.2,0.06,-0.82,-0.98,1.1,0.89,0.95
"Mbd3",-1.16,0.03,-0.85,-0.64,1.77,0.36,0.5
"Miga2",-1.23,0.07,-0.59,-0.77,1.82,0.35,0.35
"Snx32",-1.12,-0.27,-0.36,-0.86,1.89,0.39,0.33
"Uqcc2",-1.18,-0.22,-0.56,-0.61,1.89,0.52,0.16
"Wdr83",-1.1,-0.3,-0.62,-0.58,1.93,0.41,0.27
"Trim68",-0.78,-0.2,-0.71,-0.95,1.92,0.29,0.44
"Dync2i1",-0.7,-0.32,-0.72,-1.09,1.75,0.41,0.67
"Hyi",-0.88,-0.31,-0.95,-0.72,1.75,0.72,0.38
"Pole2",-0.75,-0.34,-0.88,-0.89,1.68,0.92,0.26
"Abcd4",-0.67,-0.27,-1.03,-0.91,1.7,0.59,0.59
"Lrp1",-0.7,-0.54,-0.84,-0.81,1.81,0.55,0.52
"Frat1",-0.73,-0.47,-0.86,-0.87,1.74,0.69,0.5
"Pgap6",-1.14,-0.24,-0.47,-0.96,1.63,0.31,0.87
"Iffo1",-1.24,-0.19,-0.4,-0.98,1.61,0.53,0.67
"Ak1",-1.1,-0.09,-0.53,-1.08,1.61,0.51,0.68
"Snrpa",-1.43,0.06,-0.58,-0.82,1.43,0.63,0.71
"Habp4",-1.29,-0.2,-0.69,-0.78,1.43,0.67,0.85
"Coro7",-1.01,0.01,-0.8,-1.09,1.47,0.63,0.78
"Mroh1",-1.09,-0.23,-0.65,-0.96,1.58,0.66,0.7
"Tbc1d17",-1.07,-0.12,-0.76,-0.86,1.7,0.53,0.59
"Rab1b",-1.43,0.12,-0.38,-0.72,1.62,-0.03,0.81
"Park7",-1.2,-0.37,-0.67,-0.68,1.62,0.51,0.79
"Mob2",-1.19,-0.23,-0.73,-0.66,1.64,0.29,0.89
"Zbtb11os1",-1.32,-0.11,-0.66,-0.69,1.61,0.37,0.79
"Cdk5rap2",-1,-0.17,-0.97,-0.69,1.68,0.39,0.75
"Idh2",-0.99,-0.3,-0.81,-0.75,1.73,0.36,0.76
"Septin9",-0.98,-0.31,-0.79,-0.81,1.64,0.32,0.93
"Csnk1g2",-1.18,-0.36,-0.58,-0.65,1.78,0.3,0.68
"Ddb1",-1.16,-0.42,-0.59,-0.59,1.82,0.41,0.53
"Pld4",-1.04,-0.49,-0.55,-0.7,1.85,0.35,0.58
"Zpr1",-1.17,-0.19,-0.82,-0.42,1.84,0.24,0.54
"Plekho1",-1.17,-0.21,-0.73,-0.53,1.75,0.08,0.82
"Cd37",-1.01,-0.35,-0.68,-0.63,1.87,0.1,0.71
"Impdh1",-1.48,-0.48,-0.41,-0.6,1.23,0.92,0.82
"Psrc1",-1.44,-0.75,-0.35,-0.47,1.11,1.05,0.84
"Tmem242",-1.68,-0.53,-0.47,-0.12,1.1,0.82,0.88
"Slc25a39",-1.55,-0.56,-0.38,-0.45,1.17,0.78,0.99
"Naglu",-1.63,-0.56,-0.34,-0.34,1.05,0.75,1.06
"Ppp1r12c",-1.61,-0.57,-0.28,-0.43,1.02,0.8,1.07
"Crip1",-1.38,-0.87,-0.25,-0.37,1.4,0.52,0.96
"Gba2",-1.22,-0.85,-0.32,-0.65,1.35,0.76,0.93
"Slc35c2",-1.22,-0.52,-0.75,-0.59,1.37,0.85,0.86
"Haus8",-1.28,-0.5,-0.73,-0.51,1.42,0.69,0.91
"Lrch4",-1.32,-0.53,-0.51,-0.67,1.39,0.84,0.8
"Hmg20b",-1.32,-0.59,-0.61,-0.47,1.47,0.82,0.7
"Slc36a2",-1.22,-0.65,-0.6,-0.56,1.48,0.84,0.71
"Blvra",-1.45,-0.6,-0.59,-0.35,1.24,0.75,0.99
"Acads",-1.34,-0.58,-0.67,-0.45,1.32,0.82,0.89
"Fam234b",-1.16,-0.91,-0.65,-0.39,1.22,0.86,1.02
"Gpx1",-1.24,-0.7,-0.63,-0.49,1.34,0.74,0.98
"Bnip3l",-1.2,-0.8,-0.54,-0.52,1.39,0.8,0.89
"Kctd12",-1.44,-0.77,-0.2,-0.34,1.22,1.27,0.26
"Nr2c2ap",-1.52,-0.42,-0.74,-0.11,1.31,0.99,0.48
"Tyrobp",-1.25,-0.71,-0.66,-0.24,1.64,0.68,0.54
"Btbd2",-1.51,-0.74,-0.51,0,1.42,0.73,0.6
"Spns1",-1.24,-0.85,-0.67,-0.14,1.52,0.72,0.67
"Trpv4",-1.23,-0.95,-0.66,-0.11,1.36,0.86,0.73
"Sidt2",-1.42,-0.54,-0.25,-0.35,1.77,0.22,0.57
"Ttll1",-1.39,-0.75,-0.17,-0.39,1.68,0.45,0.57
"Abcd1",-1.29,-0.41,-0.75,-0.41,1.58,0.38,0.9
"Mfsd13a",-1.32,-0.56,-0.63,-0.42,1.55,0.54,0.84
"Hebp1",-1.2,-0.66,-0.6,-0.52,1.59,0.57,0.81
"Selplg",-1.45,-0.35,-0.33,-0.64,1.58,0.47,0.72
"Tle5",-1.4,-0.31,-0.55,-0.56,1.57,0.44,0.81
"Rfng",-1.19,-0.57,-0.54,-0.56,1.7,0.37,0.79
"Ccdc12",-1.29,-0.61,-0.45,-0.53,1.63,0.55,0.71
"Ech1",-1.29,-0.55,-0.37,-0.55,1.75,0.41,0.6
"Slc38a10",-1.56,-0.43,-0.24,-0.49,1.43,0.96,0.33
"Cln6",-1.69,-0.41,-0.27,-0.39,1.26,0.9,0.59
"Nudt18",-1.59,-0.45,-0.1,-0.5,1.55,0.56,0.53
"Wdr91",-1.56,-0.33,-0.39,-0.47,1.51,0.72,0.51
"Ctsb",-1.55,-0.46,-0.35,-0.33,1.58,0.64,0.49
"Tmem259",-1.59,-0.46,-0.37,-0.28,1.51,0.75,0.45
"Rpl10a",-1.76,-0.07,-0.23,-0.34,1.52,0.35,0.54
"Atp1a3",-1.66,-0.38,-0.19,-0.29,1.59,0.3,0.62
"Ppp1ca",-1.51,-0.33,-0.29,-0.3,1.8,0.36,0.26
"Gpnmb",-1.54,-0.36,-0.27,-0.28,1.76,0.42,0.27
"Plxnd1",-1.54,-0.06,-0.58,-0.34,1.68,0.35,0.49
"Mpv17l2",-1.39,-0.25,-0.5,-0.48,1.78,0.39,0.44
"Lrp6",-1.44,-0.07,-0.52,-0.55,1.73,0.46,0.39
"Siae",-1.09,-0.58,-0.57,-0.78,1.5,1.04,0.47
"R3hdm4",-1.28,-0.41,-0.46,-0.71,1.49,1.09,0.28
"Tkt",-1.32,-0.19,-0.7,-0.53,1.7,0.68,0.36
"Hint2",-1.37,-0.24,-0.55,-0.7,1.55,0.73,0.57
"Arhgef1",-1.18,-0.48,-0.71,-0.52,1.66,0.84,0.39
"Pgls",-1.1,-0.41,-0.62,-0.66,1.82,0.6,0.36
"B4galnt1",-1.17,-0.41,-0.58,-0.72,1.7,0.69,0.49
"Fars2",-1.09,-0.75,-0.19,-0.95,1.42,0.58,0.97
"Tmem35b",-1.17,-0.56,-0.15,-1.07,1.38,0.66,0.91
"Zc3h3",-1.16,-0.49,-0.04,-0.99,1.72,0.54,0.41
"Ppa2",-1.23,-0.87,-0.02,-0.64,1.64,0.48,0.63
"Idh3g",-1.16,-0.58,-0.33,-0.74,1.78,0.54,0.48
"Nckap5l",-1.15,-0.76,-0.24,-0.76,1.63,0.56,0.72
"Lpcat1",-1.26,-0.58,-0.33,-0.74,1.61,0.63,0.67
"Naa38",-1.16,-0.08,-1.16,-0.44,1.42,0.92,0.5
"G6pc3",-1.4,0.02,-1.08,-0.35,1.23,0.84,0.73
"Smim20",-1.27,-0.25,-1.04,-0.39,1.34,0.9,0.71
"Zfhx3",-1.22,-0.36,-1.09,-0.26,1.38,0.73,0.83
"Ogfod2",-1.21,-0.56,-1.07,-0.12,1.29,0.87,0.81
"Abhd11",-1.29,-0.27,-1.23,-0.02,1.24,0.77,0.8
"Marchf2",-1.3,-0.03,-1.06,-0.48,1.18,0.6,1.09
"Snx15",-1.34,-0.03,-0.96,-0.61,1.07,0.75,1.11
"Dnase2a",-0.86,-0.23,-1.09,-0.8,1.29,0.48,1.22
"Adcy9",-0.95,0.08,-1.1,-0.86,1.44,0.47,0.92
"Eci1",-1.28,-0.52,-0.33,-0.93,1.12,0.9,1.03
"Pstpip1",-1.24,-0.63,-0.47,-0.77,1.09,0.87,1.15
"Cyp4f16",-0.93,-0.77,-0.51,-0.96,1.22,0.94,1
"Map4k1",-1.04,-0.73,-0.52,-0.87,1.22,0.94,1
"Ctdsp1",-0.91,-0.76,-0.7,-0.81,1.26,1,0.93
"Dhrs7",-1.04,-0.72,-0.71,-0.7,1.27,0.98,0.91
"Phlda3",-1.02,-0.64,-0.75,-0.76,1.21,0.99,0.97
"AU020206",-1.17,-0.58,-0.73,-0.67,1.1,1.11,0.94
"Dnmt1",-1.07,-0.62,-0.67,-0.8,1.24,1.04,0.88
"Crat",-1.14,-0.66,-0.61,-0.74,1.18,1.02,0.95
"Madd",-1.11,-0.73,-0.57,-0.71,1.31,1.11,0.7
"Myo18a",-1.14,-0.65,-0.61,-0.68,1.44,0.92,0.73
"Polr2e",-1.3,-0.48,-0.64,-0.67,1.18,0.82,1.08
"Abhd17a",-1.08,-0.69,-0.64,-0.69,1.17,0.65,1.29
"Mtfr1l",-1.12,-0.6,-0.93,-0.41,1.26,0.6,1.19
"Kiz",-1.22,-0.57,-0.92,-0.32,1.3,0.7,1.02
"Mmgt2",-1.04,-0.72,-0.95,-0.39,1.32,0.79,0.99
"Mib2",-1.04,-0.67,-0.86,-0.6,1.17,0.86,1.13
